1760825269.546068 server started (89157): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1760825269.546122 on Darwin 25.0.0 Darwin Kernel Version 25.0.0: Wed Sep 17 21:41:26 PDT 2025; root:xnu-12377.1.9~141/RELEASE_ARM64_T6041
1760825269.546132 using libevent 2.1.12-stable select
1760825269.546144 using utf8proc 2.11.0
1760825269.546151 using ncurses 6.5 20240427
1760825269.574286 cmd_parse_build_commands 0:3 0:2: middle-line
1760825269.574288 cmd_parse_build_commands 0:0: send
1760825269.574290 cmd_parse_build_commands 0:1: -X
1760825269.574292 cmd_parse_build_commands 0:2: middle-line
1760825269.574294 args_parse_flags: next -X
1760825269.574296 args_parse_flags: -X
1760825269.574298 args_parse_flags: next middle-line
1760825269.574300 args_parse: flags end at 2 of 3
1760825269.574302 args_parse: 2 = middle-line (type STRING)
1760825269.574305 cmd_parse_build_commands: send-keys -X middle-line
1760825269.574307 args_parse_flags: next -Tcopy-mode
1760825269.574309 args_parse_flag_argument: -T = copy-mode
1760825269.574311 args_parse_flags: next M-r
1760825269.574312 args_parse: flags end at 2 of 4
1760825269.574314 args_parse: 2 = M-r (type STRING)
1760825269.574317 args_parse: 3 = send-keys -X middle-line (type COMMANDS)
1760825269.574321 cmd_parse_build_commands: bind-key -T copy-mode M-r { send-keys -X middle-line }
1760825269.574324 cmdq_get_command: [bind-key/0x95d8b1b00] group 1872
1760825269.574326 cmdq_append <global>: [bind-key/0x95d8b1b00]
1760825269.574328 yylex_token: end at WS
1760825269.574330 yylex_token: bind
1760825269.574332 yylex_token: end at WS
1760825269.574334 yylex_token: -Tcopy-mode
1760825269.574336 yylex_token: end at WS
1760825269.574338 yylex_token: M-v
1760825269.574340 yylex_token: end at WS
1760825269.574341 yylex_token: send
1760825269.574343 yylex_token: end at WS
1760825269.574345 yylex_token: -X
1760825269.574347 yylex_token: end at WS
1760825269.574349 yylex_token: page-up
1760825269.574353 cmd_parse_build_commands 0:0: bind
1760825269.574355 cmd_parse_build_commands 0:1: -Tcopy-mode
1760825269.574357 cmd_parse_build_commands 0:2: M-v
1760825269.574359 cmd_parse_build_commands 0:3 0:0: send
1760825269.574361 cmd_parse_build_commands 0:3 0:1: -X
1760825269.574363 cmd_parse_build_commands 0:3 0:2: page-up
1760825269.574365 cmd_parse_build_commands 0:0: send
1760825269.574367 cmd_parse_build_commands 0:1: -X
1760825269.574368 cmd_parse_build_commands 0:2: page-up
1760825269.574371 args_parse_flags: next -X
1760825269.574373 args_parse_flags: -X
1760825269.574375 args_parse_flags: next page-up
1760825269.574376 args_parse: flags end at 2 of 3
1760825269.574378 args_parse: 2 = page-up (type STRING)
1760825269.574381 cmd_parse_build_commands: send-keys -X page-up
1760825269.574383 args_parse_flags: next -Tcopy-mode
1760825269.574385 args_parse_flag_argument: -T = copy-mode
1760825269.574387 args_parse_flags: next M-v
1760825269.574388 args_parse: flags end at 2 of 4
1760825269.574390 args_parse: 2 = M-v (type STRING)
1760825269.574393 args_parse: 3 = send-keys -X page-up (type COMMANDS)
1760825269.574397 cmd_parse_build_commands: bind-key -T copy-mode M-v { send-keys -X page-up }
1760825269.574400 cmdq_get_command: [bind-key/0x95d8b1c00] group 1880
1760825269.574401 cmdq_append <global>: [bind-key/0x95d8b1c00]
1760825269.574403 yylex_token: end at WS
1760825269.574405 yylex_token: bind
1760825269.574407 yylex_token: end at WS
1760825269.574409 yylex_token: -Tcopy-mode
1760825269.574411 yylex_token: end at WS
1760825269.574413 yylex_token: M-w
1760825269.574415 yylex_token: end at WS
1760825269.574417 yylex_token: send
1760825269.574419 yylex_token: end at WS
1760825269.574420 yylex_token: -X
1760825269.574423 yylex_token: end at WS
1760825269.574424 yylex_token: copy-pipe-and-cancel
1760825269.574427 cmd_parse_build_commands 0:0: bind
1760825269.574429 cmd_parse_build_commands 0:1: -Tcopy-mode
1760825269.574430 cmd_parse_build_commands 0:2: M-w
1760825269.574432 cmd_parse_build_commands 0:3 0:0: send
1760825269.574434 cmd_parse_build_commands 0:3 0:1: -X
1760825269.574436 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1760825269.574439 cmd_parse_build_commands 0:0: send
1760825269.574440 cmd_parse_build_commands 0:1: -X
1760825269.574442 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1760825269.574445 args_parse_flags: next -X
1760825269.574447 args_parse_flags: -X
1760825269.574449 args_parse_flags: next copy-pipe-and-cancel
1760825269.574450 args_parse: flags end at 2 of 3
1760825269.574452 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1760825269.574455 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1760825269.574457 args_parse_flags: next -Tcopy-mode
1760825269.574459 args_parse_flag_argument: -T = copy-mode
1760825269.574461 args_parse_flags: next M-w
1760825269.574463 args_parse: flags end at 2 of 4
1760825269.574465 args_parse: 2 = M-w (type STRING)
1760825269.574468 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1760825269.574472 cmd_parse_build_commands: bind-key -T copy-mode M-w { send-keys -X copy-pipe-and-cancel }
1760825269.574475 cmdq_get_command: [bind-key/0x95d8b1d00] group 1888
1760825269.574477 cmdq_append <global>: [bind-key/0x95d8b1d00]
1760825269.574479 yylex_token: end at WS
1760825269.574481 yylex_token: bind
1760825269.574483 yylex_token: end at WS
1760825269.574484 yylex_token: -Tcopy-mode
1760825269.574486 yylex_token: end at WS
1760825269.574488 yylex_token: M-x
1760825269.574490 yylex_token: end at WS
1760825269.574492 yylex_token: send
1760825269.574493 yylex_token: end at WS
1760825269.574495 yylex_token: -X
1760825269.574497 yylex_token: end at WS
1760825269.574499 yylex_token: jump-to-mark
1760825269.574501 cmd_parse_build_commands 0:0: bind
1760825269.574503 cmd_parse_build_commands 0:1: -Tcopy-mode
1760825269.574505 cmd_parse_build_commands 0:2: M-x
1760825269.574507 cmd_parse_build_commands 0:3 0:0: send
1760825269.574509 cmd_parse_build_commands 0:3 0:1: -X
1760825269.574511 cmd_parse_build_commands 0:3 0:2: jump-to-mark
1760825269.574515 cmd_parse_build_commands 0:0: send
1760825269.574517 cmd_parse_build_commands 0:1: -X
1760825269.574519 cmd_parse_build_commands 0:2: jump-to-mark
1760825269.574522 args_parse_flags: next -X
1760825269.574524 args_parse_flags: -X
1760825269.574525 args_parse_flags: next jump-to-mark
1760825269.574527 args_parse: flags end at 2 of 3
1760825269.574529 args_parse: 2 = jump-to-mark (type STRING)
1760825269.574532 cmd_parse_build_commands: send-keys -X jump-to-mark
1760825269.574534 args_parse_flags: next -Tcopy-mode
1760825269.574536 args_parse_flag_argument: -T = copy-mode
1760825269.574538 args_parse_flags: next M-x
1760825269.574539 args_parse: flags end at 2 of 4
1760825269.574541 args_parse: 2 = M-x (type STRING)
1760825269.574544 args_parse: 3 = send-keys -X jump-to-mark (type COMMANDS)
1760825269.574549 cmd_parse_build_commands: bind-key -T copy-mode M-x { send-keys -X jump-to-mark }
1760825269.574551 cmdq_get_command: [bind-key/0x95d8b1e00] group 1896
1760825269.574553 cmdq_append <global>: [bind-key/0x95d8b1e00]
1760825269.574555 yylex_token: end at WS
1760825269.574557 yylex_token: bind
1760825269.574559 yylex_token: end at WS
1760825269.574561 yylex_token: -Tcopy-mode
1760825269.574563 yylex_token: end at WS
1760825269.574564 yylex_token: M-{
1760825269.574566 yylex_token: end at WS
1760825269.574568 yylex_token: send
1760825269.574570 yylex_token: end at WS
1760825269.574572 yylex_token: -X
1760825269.574574 yylex_token: end at WS
1760825269.574576 yylex_token: previous-paragraph
1760825269.574578 cmd_parse_build_commands 0:0: bind
1760825269.574580 cmd_parse_build_commands 0:1: -Tcopy-mode
1760825269.574582 cmd_parse_build_commands 0:2: M-{
1760825269.574584 cmd_parse_build_commands 0:3 0:0: send
1760825269.574586 cmd_parse_build_commands 0:3 0:1: -X
1760825269.574588 cmd_parse_build_commands 0:3 0:2: previous-paragraph
1760825269.574590 cmd_parse_build_commands 0:0: send
1760825269.574592 cmd_parse_build_commands 0:1: -X
1760825269.574594 cmd_parse_build_commands 0:2: previous-paragraph
1760825269.574596 args_parse_flags: next -X
1760825269.574598 args_parse_flags: -X
1760825269.574600 args_parse_flags: next previous-paragraph
1760825269.574602 args_parse: flags end at 2 of 3
1760825269.574604 args_parse: 2 = previous-paragraph (type STRING)
1760825269.574607 cmd_parse_build_commands: send-keys -X previous-paragraph
1760825269.574609 args_parse_flags: next -Tcopy-mode
1760825269.574611 args_parse_flag_argument: -T = copy-mode
1760825269.574612 args_parse_flags: next M-{
1760825269.574614 args_parse: flags end at 2 of 4
1760825269.574616 args_parse: 2 = M-{ (type STRING)
1760825269.574619 args_parse: 3 = send-keys -X previous-paragraph (type COMMANDS)
1760825269.574624 cmd_parse_build_commands: bind-key -T copy-mode "M-{" { send-keys -X previous-paragraph }
1760825269.574626 cmdq_get_command: [bind-key/0x95d8b1f00] group 1904
1760825269.574628 cmdq_append <global>: [bind-key/0x95d8b1f00]
1760825269.574630 yylex_token: end at WS
1760825269.574632 yylex_token: bind
1760825269.574634 yylex_token: end at WS
1760825269.574636 yylex_token: -Tcopy-mode
1760825269.574638 yylex_token: end at WS
1760825269.574640 yylex_token: M-}
1760825269.574642 yylex_token: end at WS
1760825269.574643 yylex_token: send
1760825269.574645 yylex_token: end at WS
1760825269.574647 yylex_token: -X
1760825269.574649 yylex_token: end at WS
1760825269.574651 yylex_token: next-paragraph
1760825269.574654 cmd_parse_build_commands 0:0: bind
1760825269.574655 cmd_parse_build_commands 0:1: -Tcopy-mode
1760825269.574657 cmd_parse_build_commands 0:2: M-}
1760825269.574659 cmd_parse_build_commands 0:3 0:0: send
1760825269.574661 cmd_parse_build_commands 0:3 0:1: -X
1760825269.574663 cmd_parse_build_commands 0:3 0:2: next-paragraph
1760825269.574666 cmd_parse_build_commands 0:0: send
1760825269.574667 cmd_parse_build_commands 0:1: -X
1760825269.574669 cmd_parse_build_commands 0:2: next-paragraph
1760825269.574672 args_parse_flags: next -X
1760825269.574673 args_parse_flags: -X
1760825269.574675 args_parse_flags: next next-paragraph
1760825269.574681 args_parse: flags end at 2 of 3
1760825269.574683 args_parse: 2 = next-paragraph (type STRING)
1760825269.574686 cmd_parse_build_commands: send-keys -X next-paragraph
1760825269.574687 args_parse_flags: next -Tcopy-mode
1760825269.574689 args_parse_flag_argument: -T = copy-mode
1760825269.574691 args_parse_flags: next M-}
1760825269.574693 args_parse: flags end at 2 of 4
1760825269.574695 args_parse: 2 = M-} (type STRING)
1760825269.574698 args_parse: 3 = send-keys -X next-paragraph (type COMMANDS)
1760825269.574702 cmd_parse_build_commands: bind-key -T copy-mode "M-}" { send-keys -X next-paragraph }
1760825269.574705 cmdq_get_command: [bind-key/0x95d8b2000] group 1912
1760825269.574707 cmdq_append <global>: [bind-key/0x95d8b2000]
1760825269.574709 yylex_token: end at WS
1760825269.574710 yylex_token: bind
1760825269.574713 yylex_token: end at WS
1760825269.574714 yylex_token: -Tcopy-mode
1760825269.574716 yylex_token: end at WS
1760825269.574718 yylex_token: M-Up
1760825269.574720 yylex_token: end at WS
1760825269.574722 yylex_token: send
1760825269.574723 yylex_token: end at WS
1760825269.574725 yylex_token: -X
1760825269.574727 yylex_token: end at WS
1760825269.574729 yylex_token: halfpage-up
1760825269.574731 cmd_parse_build_commands 0:0: bind
1760825269.574733 cmd_parse_build_commands 0:1: -Tcopy-mode
1760825269.574735 cmd_parse_build_commands 0:2: M-Up
1760825269.574737 cmd_parse_build_commands 0:3 0:0: send
1760825269.574739 cmd_parse_build_commands 0:3 0:1: -X
1760825269.574741 cmd_parse_build_commands 0:3 0:2: halfpage-up
1760825269.574743 cmd_parse_build_commands 0:0: send
1760825269.574745 cmd_parse_build_commands 0:1: -X
1760825269.574747 cmd_parse_build_commands 0:2: halfpage-up
1760825269.574749 args_parse_flags: next -X
1760825269.574751 args_parse_flags: -X
1760825269.574753 args_parse_flags: next halfpage-up
1760825269.574755 args_parse: flags end at 2 of 3
1760825269.574757 args_parse: 2 = halfpage-up (type STRING)
1760825269.574759 cmd_parse_build_commands: send-keys -X halfpage-up
1760825269.574761 args_parse_flags: next -Tcopy-mode
1760825269.574763 args_parse_flag_argument: -T = copy-mode
1760825269.574765 args_parse_flags: next M-Up
1760825269.574767 args_parse: flags end at 2 of 4
1760825269.574769 args_parse: 2 = M-Up (type STRING)
1760825269.574771 args_parse: 3 = send-keys -X halfpage-up (type COMMANDS)
1760825269.574776 cmd_parse_build_commands: bind-key -T copy-mode M-Up { send-keys -X halfpage-up }
1760825269.574778 cmdq_get_command: [bind-key/0x95d8b2100] group 1920
1760825269.574780 cmdq_append <global>: [bind-key/0x95d8b2100]
1760825269.574782 yylex_token: end at WS
1760825269.574784 yylex_token: bind
1760825269.574786 yylex_token: end at WS
1760825269.574788 yylex_token: -Tcopy-mode
1760825269.574790 yylex_token: end at WS
1760825269.574791 yylex_token: M-Down
1760825269.574793 yylex_token: end at WS
1760825269.574795 yylex_token: send
1760825269.574797 yylex_token: end at WS
1760825269.574799 yylex_token: -X
1760825269.574801 yylex_token: end at WS
1760825269.574803 yylex_token: halfpage-down
1760825269.574805 cmd_parse_build_commands 0:0: bind
1760825269.574807 cmd_parse_build_commands 0:1: -Tcopy-mode
1760825269.574809 cmd_parse_build_commands 0:2: M-Down
1760825269.574811 cmd_parse_build_commands 0:3 0:0: send
1760825269.574813 cmd_parse_build_commands 0:3 0:1: -X
1760825269.574815 cmd_parse_build_commands 0:3 0:2: halfpage-down
1760825269.574817 cmd_parse_build_commands 0:0: send
1760825269.574819 cmd_parse_build_commands 0:1: -X
1760825269.574821 cmd_parse_build_commands 0:2: halfpage-down
1760825269.574823 args_parse_flags: next -X
1760825269.574825 args_parse_flags: -X
1760825269.574827 args_parse_flags: next halfpage-down
1760825269.574829 args_parse: flags end at 2 of 3
1760825269.574831 args_parse: 2 = halfpage-down (type STRING)
1760825269.574834 cmd_parse_build_commands: send-keys -X halfpage-down
1760825269.574836 args_parse_flags: next -Tcopy-mode
1760825269.574837 args_parse_flag_argument: -T = copy-mode
1760825269.574839 args_parse_flags: next M-Down
1760825269.574843 args_parse: flags end at 2 of 4
1760825269.574845 args_parse: 2 = M-Down (type STRING)
1760825269.574848 args_parse: 3 = send-keys -X halfpage-down (type COMMANDS)
1760825269.574853 cmd_parse_build_commands: bind-key -T copy-mode M-Down { send-keys -X halfpage-down }
1760825269.574855 cmdq_get_command: [bind-key/0x95d8b2200] group 1928
1760825269.574857 cmdq_append <global>: [bind-key/0x95d8b2200]
1760825269.574859 yylex_token: end at WS
1760825269.574860 yylex_token: bind
1760825269.574863 yylex_token: end at WS
1760825269.574865 yylex_token: -Tcopy-mode
1760825269.574867 yylex_token: end at WS
1760825269.574868 yylex_token: C-Up
1760825269.574870 yylex_token: end at WS
1760825269.574872 yylex_token: send
1760825269.574874 yylex_token: end at WS
1760825269.574876 yylex_token: -X
1760825269.574878 yylex_token: end at WS
1760825269.574880 yylex_token: scroll-up
1760825269.574882 cmd_parse_build_commands 0:0: bind
1760825269.574884 cmd_parse_build_commands 0:1: -Tcopy-mode
1760825269.574886 cmd_parse_build_commands 0:2: C-Up
1760825269.574888 cmd_parse_build_commands 0:3 0:0: send
1760825269.574889 cmd_parse_build_commands 0:3 0:1: -X
1760825269.574891 cmd_parse_build_commands 0:3 0:2: scroll-up
1760825269.574894 cmd_parse_build_commands 0:0: send
1760825269.574895 cmd_parse_build_commands 0:1: -X
1760825269.574897 cmd_parse_build_commands 0:2: scroll-up
1760825269.574900 args_parse_flags: next -X
1760825269.574902 args_parse_flags: -X
1760825269.574903 args_parse_flags: next scroll-up
1760825269.574905 args_parse: flags end at 2 of 3
1760825269.574907 args_parse: 2 = scroll-up (type STRING)
1760825269.574910 cmd_parse_build_commands: send-keys -X scroll-up
1760825269.574912 args_parse_flags: next -Tcopy-mode
1760825269.574914 args_parse_flag_argument: -T = copy-mode
1760825269.574916 args_parse_flags: next C-Up
1760825269.574918 args_parse: flags end at 2 of 4
1760825269.574919 args_parse: 2 = C-Up (type STRING)
1760825269.574922 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1760825269.574927 cmd_parse_build_commands: bind-key -T copy-mode C-Up { send-keys -X scroll-up }
1760825269.574929 cmdq_get_command: [bind-key/0x95d8b2300] group 1936
1760825269.574931 cmdq_append <global>: [bind-key/0x95d8b2300]
1760825269.574933 yylex_token: end at WS
1760825269.574935 yylex_token: bind
1760825269.574937 yylex_token: end at WS
1760825269.574939 yylex_token: -Tcopy-mode
1760825269.574941 yylex_token: end at WS
1760825269.574943 yylex_token: C-Down
1760825269.574945 yylex_token: end at WS
1760825269.574947 yylex_token: send
1760825269.574948 yylex_token: end at WS
1760825269.574950 yylex_token: -X
1760825269.574952 yylex_token: end at WS
1760825269.574954 yylex_token: scroll-down
1760825269.574956 cmd_parse_build_commands 0:0: bind
1760825269.574958 cmd_parse_build_commands 0:1: -Tcopy-mode
1760825269.574960 cmd_parse_build_commands 0:2: C-Down
1760825269.574962 cmd_parse_build_commands 0:3 0:0: send
1760825269.574964 cmd_parse_build_commands 0:3 0:1: -X
1760825269.574966 cmd_parse_build_commands 0:3 0:2: scroll-down
1760825269.574968 cmd_parse_build_commands 0:0: send
1760825269.574970 cmd_parse_build_commands 0:1: -X
1760825269.574972 cmd_parse_build_commands 0:2: scroll-down
1760825269.574975 args_parse_flags: next -X
1760825269.574977 args_parse_flags: -X
1760825269.574978 args_parse_flags: next scroll-down
1760825269.574980 args_parse: flags end at 2 of 3
1760825269.574982 args_parse: 2 = scroll-down (type STRING)
1760825269.574985 cmd_parse_build_commands: send-keys -X scroll-down
1760825269.574987 args_parse_flags: next -Tcopy-mode
1760825269.574989 args_parse_flag_argument: -T = copy-mode
1760825269.574991 args_parse_flags: next C-Down
1760825269.574993 args_parse: flags end at 2 of 4
1760825269.574994 args_parse: 2 = C-Down (type STRING)
1760825269.574997 args_parse: 3 = send-keys -X scroll-down (type COMMANDS)
1760825269.575003 cmd_parse_build_commands: bind-key -T copy-mode C-Down { send-keys -X scroll-down }
1760825269.575006 cmdq_get_command: [bind-key/0x95d8b2400] group 1944
1760825269.575010 cmdq_append <global>: [bind-key/0x95d8b2400]
1760825269.575012 yylex_token: end at WS
1760825269.575014 yylex_token: bind
1760825269.575016 yylex_token: end at WS
1760825269.575018 yylex_token: -Tcopy-mode-vi
1760825269.575020 yylex_token: end at WS
1760825269.575021 yylex_token: #
1760825269.575023 yylex_token: end at WS
1760825269.575025 yylex_token: send
1760825269.575027 yylex_token: end at WS
1760825269.575029 yylex_token: -FX
1760825269.575031 yylex_token: end at WS
1760825269.575033 yylex_token: search-backward
1760825269.575035 yylex_token: end at WS
1760825269.575037 yylex_token: #{copy_cursor_word}
1760825269.575039 cmd_parse_build_commands 0:0: bind
1760825269.575041 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1760825269.575043 cmd_parse_build_commands 0:2: #
1760825269.575045 cmd_parse_build_commands 0:3 0:0: send
1760825269.575047 cmd_parse_build_commands 0:3 0:1: -FX
1760825269.575049 cmd_parse_build_commands 0:3 0:2: search-backward
1760825269.575051 cmd_parse_build_commands 0:3 0:3: #{copy_cursor_word}
1760825269.575053 cmd_parse_build_commands 0:0: send
1760825269.575055 cmd_parse_build_commands 0:1: -FX
1760825269.575057 cmd_parse_build_commands 0:2: search-backward
1760825269.575059 cmd_parse_build_commands 0:3: #{copy_cursor_word}
1760825269.575061 args_parse_flags: next -FX
1760825269.575063 args_parse_flags: -F
1760825269.575065 args_parse_flags: -X
1760825269.575067 args_parse_flags: next search-backward
1760825269.575069 args_parse: flags end at 2 of 4
1760825269.575071 args_parse: 2 = search-backward (type STRING)
1760825269.575073 args_parse: 3 = #{copy_cursor_word} (type STRING)
1760825269.575077 cmd_parse_build_commands: send-keys -FX search-backward "#{copy_cursor_word}"
1760825269.575079 args_parse_flags: next -Tcopy-mode-vi
1760825269.575081 args_parse_flag_argument: -T = copy-mode-vi
1760825269.575083 args_parse_flags: next #
1760825269.575084 args_parse: flags end at 2 of 4
1760825269.575086 args_parse: 2 = # (type STRING)
1760825269.575090 args_parse: 3 = send-keys -FX search-backward "#{copy_cursor_word}" (type COMMANDS)
1760825269.575096 cmd_parse_build_commands: bind-key -T copy-mode-vi \\# { send-keys -FX search-backward "#{copy_cursor_word}" }
1760825269.575098 cmdq_get_command: [bind-key/0x95d8b2500] group 1952
1760825269.575100 cmdq_append <global>: [bind-key/0x95d8b2500]
1760825269.575102 yylex_token: end at WS
1760825269.575104 yylex_token: bind
1760825269.575106 yylex_token: end at WS
1760825269.575108 yylex_token: -Tcopy-mode-vi
1760825269.575110 yylex_token: end at WS
1760825269.575112 yylex_token: *
1760825269.575114 yylex_token: end at WS
1760825269.575115 yylex_token: send
1760825269.575117 yylex_token: end at WS
1760825269.575119 yylex_token: -FX
1760825269.575121 yylex_token: end at WS
1760825269.575123 yylex_token: search-forward
1760825269.575125 yylex_token: end at WS
1760825269.575127 yylex_token: #{copy_cursor_word}
1760825269.575129 cmd_parse_build_commands 0:0: bind
1760825269.575131 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1760825269.575133 cmd_parse_build_commands 0:2: *
1760825269.575135 cmd_parse_build_commands 0:3 0:0: send
1760825269.575137 cmd_parse_build_commands 0:3 0:1: -FX
1760825269.575139 cmd_parse_build_commands 0:3 0:2: search-forward
1760825269.575141 cmd_parse_build_commands 0:3 0:3: #{copy_cursor_word}
1760825269.575143 cmd_parse_build_commands 0:0: send
1760825269.575145 cmd_parse_build_commands 0:1: -FX
1760825269.575147 cmd_parse_build_commands 0:2: search-forward
1760825269.575149 cmd_parse_build_commands 0:3: #{copy_cursor_word}
1760825269.575152 args_parse_flags: next -FX
1760825269.575153 args_parse_flags: -F
1760825269.575155 args_parse_flags: -X
1760825269.575157 args_parse_flags: next search-forward
1760825269.575159 args_parse: flags end at 2 of 4
1760825269.575161 args_parse: 2 = search-forward (type STRING)
1760825269.575163 args_parse: 3 = #{copy_cursor_word} (type STRING)
1760825269.575166 cmd_parse_build_commands: send-keys -FX search-forward "#{copy_cursor_word}"
1760825269.575168 args_parse_flags: next -Tcopy-mode-vi
1760825269.575173 args_parse_flag_argument: -T = copy-mode-vi
1760825269.575175 args_parse_flags: next *
1760825269.575177 args_parse: flags end at 2 of 4
1760825269.575178 args_parse: 2 = * (type STRING)
1760825269.575182 args_parse: 3 = send-keys -FX search-forward "#{copy_cursor_word}" (type COMMANDS)
1760825269.575188 cmd_parse_build_commands: bind-key -T copy-mode-vi * { send-keys -FX search-forward "#{copy_cursor_word}" }
1760825269.575190 cmdq_get_command: [bind-key/0x95d8b2600] group 1960
1760825269.575192 cmdq_append <global>: [bind-key/0x95d8b2600]
1760825269.575194 yylex_token: end at WS
1760825269.575196 yylex_token: bind
1760825269.575198 yylex_token: end at WS
1760825269.575200 yylex_token: -Tcopy-mode-vi
1760825269.575202 yylex_token: end at WS
1760825269.575204 yylex_token: C-c
1760825269.575206 yylex_token: end at WS
1760825269.575207 yylex_token: send
1760825269.575209 yylex_token: end at WS
1760825269.575211 yylex_token: -X
1760825269.575213 yylex_token: end at WS
1760825269.575215 yylex_token: cancel
1760825269.575217 cmd_parse_build_commands 0:0: bind
1760825269.575219 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1760825269.575221 cmd_parse_build_commands 0:2: C-c
1760825269.575223 cmd_parse_build_commands 0:3 0:0: send
1760825269.575225 cmd_parse_build_commands 0:3 0:1: -X
1760825269.575226 cmd_parse_build_commands 0:3 0:2: cancel
1760825269.575229 cmd_parse_build_commands 0:0: send
1760825269.575230 cmd_parse_build_commands 0:1: -X
1760825269.575232 cmd_parse_build_commands 0:2: cancel
1760825269.575235 args_parse_flags: next -X
1760825269.575237 args_parse_flags: -X
1760825269.575239 args_parse_flags: next cancel
1760825269.575241 args_parse: flags end at 2 of 3
1760825269.575242 args_parse: 2 = cancel (type STRING)
1760825269.575245 cmd_parse_build_commands: send-keys -X cancel
1760825269.575247 args_parse_flags: next -Tcopy-mode-vi
1760825269.575249 args_parse_flag_argument: -T = copy-mode-vi
1760825269.575251 args_parse_flags: next C-c
1760825269.575253 args_parse: flags end at 2 of 4
1760825269.575255 args_parse: 2 = C-c (type STRING)
1760825269.575258 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1760825269.575262 cmd_parse_build_commands: bind-key -T copy-mode-vi C-c { send-keys -X cancel }
1760825269.575265 cmdq_get_command: [bind-key/0x95d8b2700] group 1968
1760825269.575267 cmdq_append <global>: [bind-key/0x95d8b2700]
1760825269.575269 yylex_token: end at WS
1760825269.575270 yylex_token: bind
1760825269.575273 yylex_token: end at WS
1760825269.575275 yylex_token: -Tcopy-mode-vi
1760825269.575276 yylex_token: end at WS
1760825269.575278 yylex_token: C-d
1760825269.575280 yylex_token: end at WS
1760825269.575282 yylex_token: send
1760825269.575284 yylex_token: end at WS
1760825269.575285 yylex_token: -X
1760825269.575288 yylex_token: end at WS
1760825269.575289 yylex_token: halfpage-down
1760825269.575292 cmd_parse_build_commands 0:0: bind
1760825269.575294 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1760825269.575296 cmd_parse_build_commands 0:2: C-d
1760825269.575298 cmd_parse_build_commands 0:3 0:0: send
1760825269.575299 cmd_parse_build_commands 0:3 0:1: -X
1760825269.575301 cmd_parse_build_commands 0:3 0:2: halfpage-down
1760825269.575303 cmd_parse_build_commands 0:0: send
1760825269.575305 cmd_parse_build_commands 0:1: -X
1760825269.575307 cmd_parse_build_commands 0:2: halfpage-down
1760825269.575310 args_parse_flags: next -X
1760825269.575311 args_parse_flags: -X
1760825269.575313 args_parse_flags: next halfpage-down
1760825269.575315 args_parse: flags end at 2 of 3
1760825269.575317 args_parse: 2 = halfpage-down (type STRING)
1760825269.575320 cmd_parse_build_commands: send-keys -X halfpage-down
1760825269.575322 args_parse_flags: next -Tcopy-mode-vi
1760825269.575324 args_parse_flag_argument: -T = copy-mode-vi
1760825269.575326 args_parse_flags: next C-d
1760825269.575327 args_parse: flags end at 2 of 4
1760825269.575329 args_parse: 2 = C-d (type STRING)
1760825269.575332 args_parse: 3 = send-keys -X halfpage-down (type COMMANDS)
1760825269.575336 cmd_parse_build_commands: bind-key -T copy-mode-vi C-d { send-keys -X halfpage-down }
1760825269.575342 cmdq_get_command: [bind-key/0x95d8b2800] group 1976
1760825269.575344 cmdq_append <global>: [bind-key/0x95d8b2800]
1760825269.575346 yylex_token: end at WS
1760825269.575348 yylex_token: bind
1760825269.575350 yylex_token: end at WS
1760825269.575352 yylex_token: -Tcopy-mode-vi
1760825269.575354 yylex_token: end at WS
1760825269.575356 yylex_token: C-e
1760825269.575358 yylex_token: end at WS
1760825269.575359 yylex_token: send
1760825269.575361 yylex_token: end at WS
1760825269.575363 yylex_token: -X
1760825269.575365 yylex_token: end at WS
1760825269.575367 yylex_token: scroll-down
1760825269.575369 cmd_parse_build_commands 0:0: bind
1760825269.575371 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1760825269.575373 cmd_parse_build_commands 0:2: C-e
1760825269.575375 cmd_parse_build_commands 0:3 0:0: send
1760825269.575377 cmd_parse_build_commands 0:3 0:1: -X
1760825269.575379 cmd_parse_build_commands 0:3 0:2: scroll-down
1760825269.575381 cmd_parse_build_commands 0:0: send
1760825269.575383 cmd_parse_build_commands 0:1: -X
1760825269.575384 cmd_parse_build_commands 0:2: scroll-down
1760825269.575387 args_parse_flags: next -X
1760825269.575389 args_parse_flags: -X
1760825269.575391 args_parse_flags: next scroll-down
1760825269.575392 args_parse: flags end at 2 of 3
1760825269.575394 args_parse: 2 = scroll-down (type STRING)
1760825269.575397 cmd_parse_build_commands: send-keys -X scroll-down
